,Maker,Model,Description,Name,Year,City,Year2,Color,Power,Motor,Chasis,Kilometers,Fuel,Price,Link,largo,ancho,alto,batalla,pesomax,numpuertas,numplazas,cilindrada,numcilindros,velmax,consurb,conscarr,consmed,emisiones
152,FORD,Fiesta,1.0 EcoBoost ST-Line,FORD Fiesta 1.0 EcoBoost ST-Line,2017,Valencia,01/2017,Gris Plata,100,Manual,Berlina,53.108 km,Gasolina,12.090 €,/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-0-ecoboost-st-line-ref6341538,Largo 3.969 mm,Ancho 1.709 mm,Alto 1.468 mm,(mm)2.489,(kg)1.550,puertas3,plazas5,(cm3)999,cilindros3,(km/h)180,"Urbano (l/100 km)5,30","Carretera (l/100 km)3,70","Medio (l/100 km)4,30",CO2 (g/km)105
153,FORD,Fiesta,1.25 Trend 82,FORD Fiesta 1.25 Trend 82,2016,Zaragoza,01/2016,Rojo,82,Manual,Berlina,95.000 km,Gasolina,10.800 €,/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-25-trend-82-2-ref6545249,Largo 3.969 mm,Ancho 1.709 mm,Alto 1.468 mm,(mm)2.489,(kg)1.525,puertas3,plazas5,(cm3)1.242,cilindros4,(km/h)168,"Urbano (l/100 km)6,80","Carretera (l/100 km)4,20","Medio (l/100 km)5,20",CO2 (g/km)120
154,DS,3,1.2 PureTech S&S Performance Line 110,DS DS3 1.2 PureTech S&S Performance Line 110,2017,Navarra,05/2017,Blanco,110,Manual,Berlina,31.125 km,Gasolina,13.490 €,/coches-segunda-mano/ds-ds3-ocasion/ds3-1-2-puretech-s-s-performance-line-110-ref7034549,Largo 3.948 mm,Ancho 1.715 mm,Alto 1.458 mm,(mm)2.464,(kg)1.578,puertas3,plazas5,(cm3)1.199,cilindros3,(km/h)190,"Urbano (l/100 km)5,30","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)100
155,VOLKSWAGEN,Polo,1.0 TSI Advance 70kW,VOLKSWAGEN Polo 1.0 TSI Advance 70kW,2019,Sevilla,02/2019,Negro,95,Manual,Berlina,112.127 km,Gasolina,14.200 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-tsi-advance-95-ref7134617,Largo 4.053 mm,Ancho 1.751 mm,Alto 1.461 mm,(mm)2.548,(kg)1.640,puertas5,plazas5,(cm3)999,cilindros3,(km/h)187,"Urbano (l/100 km)5,50","Carretera (l/100 km)4,00","Medio (l/100 km)4,60",CO2 (g/km)104
156,FORD,Fiesta,1.0 EcoBoost Trend,FORD Fiesta 1.0 EcoBoost Trend,2016,Barcelona,03/2016,Blanco,100,Manual,Berlina,50.000 km,Gasolina,11.490 €,/coches-segunda-mano/ford-fiesta-ocasion/fiesta-1-0-ecoboost-trend-1-ref6892937,Largo 3.969 mm,Ancho 1.722 mm,Alto 1.468 mm,(mm)2.489,(kg)1.555,puertas5,plazas5,(cm3)999,cilindros3,(km/h)180,"Urbano (l/100 km)5,90","Carretera (l/100 km)3,70","Medio (l/100 km)4,50",CO2 (g/km)105
157,DS,5,1.6BlueHDi S&S Desire 120,DS DS5 1.6BlueHDi S&S Desire 120,2016,Valencia,11/2016,Violeta,120,Manual,Berlina,117.288 km,Diesel,15.590 €,/coches-segunda-mano/ds-ds5-ocasion/ds5-1-6bluehdi-s-s-desire-120-ref7145661,Largo 4.530 mm,Ancho 1.871 mm,Alto 1.505 mm,(mm)2.727,(kg)2.020,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)191,"Urbano (l/100 km)4,60","Carretera (l/100 km)3,60","Medio (l/100 km)4,00",CO2 (g/km)104
158,BMW,Serie 3,318d Gran Turismo Modern (4.75),BMW Serie 3 318d Gran Turismo Modern (4.75),2014,Zaragoza,10/2014,Beige,143,Manual,Berlina,149.000 km,Diesel,15.990 €,/coches-segunda-mano/bmw-serie-3-ocasion/318d-gran-turismo-modern-4-75-ref7159873,Largo 4.824 mm,Ancho 1.828 mm,Alto 1.508 mm,(mm)2.920,(kg)2.110,puertas5,plazas5,(cm3)1.995,cilindros4,(km/h)210,"Urbano (l/100 km)5,60","Carretera (l/100 km)4,10","Medio (l/100 km)4,60",CO2 (g/km)122
159,HYUNDAI,i30,1.0 TGDI Klass 120,HYUNDAI i30 1.0 TGDI Klass 120,2018,Valencia,05/2018,Azul,120,Manual,Berlina,95.583 km,Gasolina,13.790 €,/coches-segunda-mano/hyundai-i30-ocasion/i30-1-0-tgdi-klass-120-ref7174409,Largo 4.340 mm,Ancho 1.795 mm,Alto 1.455 mm,(mm)2.650,(kg)1.769,puertas5,plazas5,(cm3)998,cilindros3,(km/h)190,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,60","Medio (l/100 km)5,00",CO2 (g/km)115
160,RENAULT,Mégane,1.5dCi Energy Life 66kW,RENAULT Mégane 1.5dCi Energy Life 66kW,2019,Barcelona,12/2019,Blanco,90,Manual,Berlina,103.695 km,Diesel,14.490 €,/coches-segunda-mano/renault-megane-ocasion/megane-1-5dci-energy-life-90-ref7008461,Largo 4.359 mm,Ancho 1.814 mm,Alto 1.438 mm,(mm)2.670,(kg)1.841,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)174,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,40","Medio (l/100 km)3,70",CO2 (g/km)95
161,KIA,Picanto,1.0 CVVTEco-Dynamics Concept,KIA Picanto 1.0 CVVTEco-Dynamics Concept,2019,Málaga,07/2019,Blanco,67,Manual,Berlina,25.252 km,Gasolina,10.799 €,/coches-segunda-mano/kia-picanto-ocasion/picanto-1-0-cvvt-concept-ref7082847,Largo 3.595 mm,Ancho 1.595 mm,Alto 1.485 mm,(mm)2.400,(kg)1.400,puertas5,plazas4,(cm3)998,cilindros3,(km/h)161,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,50","Medio (l/100 km)5,00",CO2 (g/km)101
162,FORD,Tourneo Courier,1.0 Ecoboost Ambiente,FORD Tourneo Courier 1.0 Ecoboost Ambiente,2019,Sevilla,04/2019,Gris,100,Manual,Monovolumen,29.326 km,Gasolina,15.899 €,/coches-segunda-mano/ford-tourneo-courier-ocasion/tourneo-courier-1-0-ecoboost-ambiente-ref7111479,Largo 4.157 mm,Ancho 1.976 mm,Alto 1.726 mm,(mm)2.489,(kg)1.765,puertas5,plazas5,(cm3)999,cilindros3,(km/h)173,"Urbano (l/100 km)6,20","Carretera (l/100 km)4,70","Medio (l/100 km)5,20",CO2 (g/km)120
163,OPEL,Corsa,1.3CDTI Business75,OPEL Corsa 1.3CDTI Business75,2016,Barcelona,07/2016,Blanco,75,Manual,Berlina,93.917 km,Diesel,10.400 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-3cdti-business75-ref7113408,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.695,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)164,"Urbano (l/100 km)4,60","Carretera (l/100 km)3,30","Medio (l/100 km)3,80",CO2 (g/km)107
164,RENAULT,Clio,1.5dCi eco2 Energy Authentique 75,RENAULT Clio 1.5dCi eco2 Energy Authentique 75,2016,Ciudad Real,01/2016,Azul,75,Manual,Berlina,119.000 km,Diesel,9.500 €,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-eco2-energy-authentique-75-ref6839444,Largo 4.062 mm,Ancho 1.732 mm,Alto 1.448 mm,(mm)2.589,(kg)1.651,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)168,"Urbano (l/100 km)4,30","Carretera (l/100 km)3,20","Medio (l/100 km)3,60",CO2 (g/km)85
165,OPEL,Mokka,1.4T S&S Excellence 4x2,OPEL Mokka 1.4T S&S Excellence 4x2,2016,Pontevedra,05/2016,Blanco,140,Manual,Todo Terreno,44.962 km,Gasolina,15.300 €,/coches-segunda-mano/opel-mokka-ocasion/mokka-1-4t-s-s-excellence-4x2-ref7194345,Largo 4.278 mm,Ancho 1.777 mm,Alto 1.658 mm,(mm)2.555,(kg)1.828,puertas5,plazas5,(cm3)1.364,cilindros4,(km/h)195,"Urbano (l/100 km)7,40","Carretera (l/100 km)5,00","Medio (l/100 km)5,90",CO2 (g/km)145
166,DACIA,Lodgy,1.5dCi Laureate 7pl. 81kW,DACIA Lodgy 1.5dCi Laureate 7pl. 81kW,2015,Albacete,02/2015,Azul,110,Manual,Monovolumen,155.198 km,Diesel,11.400 €,/coches-segunda-mano/dacia-lodgy-ocasion/lodgy-1-5dci-laureate-7pl-110-ref7210481,Largo 4.498 mm,Ancho 1.751 mm,Alto 1.679 mm,(mm)2.810,(kg)1.926,puertas5,plazas7,(cm3)1.461,cilindros4,(km/h)175,"Urbano (l/100 km)4,40","Carretera (l/100 km)3,80","Medio (l/100 km)4,00",CO2 (g/km)105
167,HYUNDAI,i20,1.2 MPI Essence LE,HYUNDAI i20 1.2 MPI Essence LE,2019,Murcia,05/2019,Blanco,75,Manual,Berlina,39.410 km,Gasolina,13.400 €,/coches-segunda-mano/hyundai-i20-ocasion/i20-1-2-mpi-essence-le-1-ref7158321,Largo 4.035 mm,Ancho 1.734 mm,Alto 1.474 mm,(mm)2.570,(kg)1.540,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)160,"Urbano (l/100 km)7,10","Carretera (l/100 km)4,80","Medio (l/100 km)5,70",CO2 (g/km)130
168,CITROEN,C4 Cactus,1.6 BlueHDi Feel Edition 100,CITROEN C4 Cactus 1.6 BlueHDi Feel Edition 100,2016,Granada,03/2016,Blanco,99,Manual,Berlina,130.040 km,Diesel,11.450 €,/coches-segunda-mano/citroen-c4-cactus-ocasion/c4-cactus-1-6-bluehdi-feel-edition-100-ref7210993,Largo 4.157 mm,Ancho 1.729 mm,Alto 1.480 mm,(mm)2.595,(kg)1.610,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)184,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)95
169,RENAULT,Mégane,1.5dCi GT Style,RENAULT Mégane 1.5dCi GT Style,2014,Murcia,04/2014,Gris Plata,95,Manual,Berlina,68.063 km,Diesel,9.450 €,/coches-segunda-mano/renault-megane-ocasion/megane-1-5dci-gt-style-ref7193765,Largo 4.302 mm,Ancho 1.808 mm,Alto 1.471 mm,(mm)2.641,(kg)1.797,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)190,"Urbano (l/100 km)4,90","Carretera (l/100 km)3,50","Medio (l/100 km)4,10",CO2 (g/km)106
170,RENAULT,Clio,1.5dCi Energy Zen 66kW,RENAULT Clio 1.5dCi Energy Zen 66kW,2019,Granada,05/2019,Negro,90,Manual,Berlina,41.859 km,Diesel,15.150 €,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-zen-90-ref6455325,Largo 4.062 mm,Ancho 1.732 mm,Alto 1.448 mm,(mm)2.589,(kg)1.651,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)168,"Urbano (l/100 km)3,50","Carretera (l/100 km)3,10","Medio (l/100 km)3,30",CO2 (g/km)104
171,OPEL,Corsa,1.3CDTI S&S Selective 95,OPEL Corsa 1.3CDTI S&S Selective 95,2015,Ciudad Real,06/2015,Gris Plata,95,Manual,Berlina,60.763 km,Diesel,10.500 €,/coches-segunda-mano/opel-corsa-ocasion/corsa-1-3cdti-s-s-selective-95-1-ref7204597,Largo 4.021 mm,Ancho 1.746 mm,Alto 1.481 mm,(mm)2.510,(kg)1.695,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)177,"Urbano (l/100 km)3,80","Carretera (l/100 km)3,10","Medio (l/100 km)3,40",CO2 (g/km)108
172,DACIA,Sandero,0.9 TCE Stepway 90,DACIA Sandero 0.9 TCE Stepway 90,2017,Burgos,08/2017,Rojo Fuego (metalizado),90,Manual,Berlina,68.628 km,Gasolina,10.990 €,/coches-segunda-mano/dacia-sandero-ocasion/sandero-0-9-tce-stepway-90-ref6817565,Largo 4.081 mm,Ancho 1.733 mm,Alto 1.523 mm,(mm)2.590,(kg)1.550,puertas5,plazas5,(cm3)898,cilindros3,(km/h)175,"Urbano (l/100 km)6,70","Carretera (l/100 km)4,30","Medio (l/100 km)5,20",CO2 (g/km)115
173,RENAULT,Clio,1.5dCi Energy Business 66kW,RENAULT Clio 1.5dCi Energy Business 66kW,2016,Pontevedra,04/2016,Blanco,90,Manual,Berlina,110.243 km,Diesel,12.500 €,/coches-segunda-mano/renault-clio-ocasion/clio-1-5dci-energy-business-90-ref7163641,Largo 4.062 mm,Ancho 1.732 mm,Alto 1.448 mm,(mm)2.589,(kg)1.651,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)168,"Urbano (l/100 km)3,50","Carretera (l/100 km)3,10","Medio (l/100 km)3,30",CO2 (g/km)106
174,SEAT,Ibiza,SC 1.0 Reference 75,SEAT Ibiza SC 1.0 Reference 75,2017,Sevilla,05/2017,Blanco,75,Manual,Berlina,83.875 km,Gasolina,9.950 €,/coches-segunda-mano/seat-ibiza-ocasion/sc-1-0-75cv-reference-162d58e6226ebf-ref7162280,Largo 4.043 mm,Ancho 1.693 mm,Alto 1.428 mm,(mm)2.469,(kg)1.530,puertas3,plazas5,(cm3)999,cilindros3,(km/h)172,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,50","Medio (l/100 km)5,20",CO2 (g/km)118
175,VOLKSWAGEN,Polo,1.0 BMT Edition 44kW,VOLKSWAGEN Polo 1.0 BMT Edition 44kW,2015,Madrid,02/2015,Negro,60,Manual,Berlina,96.122 km,Gasolina,8.800 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-bmt-edition-60-1-ref7036962,Largo 3.972 mm,Ancho 1.682 mm,Alto 1.453 mm,(mm)2.470,(kg)1.570,puertas5,plazas5,(cm3)999,cilindros3,(km/h)161,"Urbano (l/100 km)5,70","Carretera (l/100 km)4,10","Medio (l/100 km)4,70",CO2 (g/km)108
176,SEAT,León,1.4 TSI S&S Style 125,SEAT León 1.4 TSI S&S Style 125,2018,Madrid,04/2018,Blanco,125,Manual,Berlina,99.000 km,Gasolina,13.450 €,/coches-segunda-mano/seat-leon-ocasion/leon-1-4-tsi-s-s-style-125-1-ref6905010,Largo 4.282 mm,Ancho 1.816 mm,Alto 1.459 mm,(mm)2.636,(kg)1.770,puertas5,plazas5,(cm3)1.395,cilindros4,(km/h)203,"Urbano (l/100 km)6,70","Carretera (l/100 km)4,30","Medio (l/100 km)5,20",CO2 (g/km)120
177,SEAT,Ibiza,1.0 TGI S&S Style 90,SEAT Ibiza 1.0 TGI S&S Style 90,2018,Alicante,06/2018,Azul,90,Manual,Berlina,100.360 km,Gasolina/gas,12.190 €,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-1-0-tgi-s-s-style-90-ref7008727,Largo 4.059 mm,Ancho 1.780 mm,Alto 1.444 mm,(mm)2.564,(kg)1.640,puertas5,plazas5,(cm3)999,cilindros3,(km/h)180,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,30","Medio (l/100 km)5,00",CO2 (g/km)88
178,SEAT,Toledo,1.6TDI CR Xcellence 115,SEAT Toledo 1.6TDI CR Xcellence 115,2018,Málaga,04/2018,Azul,115,Manual,Berlina,142.000 km,Diesel,13.500 €,/coches-segunda-mano/seat-toledo-ocasion/toledo-1-6tdi-cr-xcellence-115-ref6995731,Largo 4.482 mm,Ancho 1.706 mm,Alto 1.461 mm,(mm)2.602,(kg)1.755,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)201,"Urbano (l/100 km)5,50","Carretera (l/100 km)3,80","Medio (l/100 km)4,40",CO2 (g/km)114
179,VOLKSWAGEN,Polo,1.0 Edition 48kW,VOLKSWAGEN Polo 1.0 Edition 48kW,2019,Alicante,02/2019,Gris,65,Manual,Berlina,26.540 km,Gasolina,15.350 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-0-edition-65-ref7178479,Largo 4.053 mm,Ancho 1.751 mm,Alto 1.461 mm,(mm)2.548,(kg)1.610,puertas5,plazas5,(cm3)999,cilindros3,(km/h)164,"Urbano (l/100 km)6,00","Carretera (l/100 km)4,10","Medio (l/100 km)4,80",CO2 (g/km)109
180,SKODA,Fabia,1.0 MPI Like 55kW,SKODA Fabia 1.0 MPI Like 55kW,2017,Burgos,06/2017,Blanco,75,Manual,Berlina,71.151 km,Gasolina,10.900 €,/coches-segunda-mano/skoda-fabia-ocasion/fabia-1-0-mpi-like-75-ref6906135,Largo 3.992 mm,Ancho 1.732 mm,Alto 1.467 mm,(mm)2.470,(kg)1.510,puertas5,plazas5,(cm3)999,cilindros3,(km/h)172,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,20","Medio (l/100 km)4,80",CO2 (g/km)111
181,OPEL,Astra,ST 1.6CDTi Selective 110,OPEL Astra ST 1.6CDTi Selective 110,2018,Madrid,03/2018,Negro,110,Manual,Stationwagon,158.174 km,Diesel,11.275 €,/coches-segunda-mano/opel-astra-ocasion/astra-st-1-6cdti-selective-110-ref7191312,Largo 4.702 mm,Ancho 1.809 mm,Alto 1.499 mm,(mm)2.662,(kg)1.985,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)195,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)112
182,CITROEN,C4,1.6BlueHDI S&S Live Edition 120,CITROEN C4 1.6BlueHDI S&S Live Edition 120,2017,Barcelona,05/2017,Beige,120,Manual,Berlina,82.154 km,Diesel,15.890 €,/coches-segunda-mano/citroen-c4-ocasion/c4-1-6bluehdi-s-s-live-edition-120-ref6939778,Largo 4.329 mm,Ancho 1.789 mm,Alto 1.489 mm,(mm)2.608,(kg)1.860,puertas5,plazas5,(cm3)1.560,cilindros4,(km/h)197,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)95
183,SKODA,Fabia,1.4TDI Ambition 55kW,SKODA Fabia 1.4TDI Ambition 55kW,2018,Barcelona,06/2018,Blanco,75,Manual,Berlina,93.642 km,Diesel,12.190 €,/coches-segunda-mano/skoda-fabia-ocasion/ambition-162a09423e9343-ref6980878,Largo 3.992 mm,Ancho 1.732 mm,Alto 1.467 mm,(mm)2.470,(kg)1.611,puertas5,plazas5,(cm3)1.422,cilindros3,(km/h)172,"Urbano (l/100 km)4,00","Carretera (l/100 km)3,40","Medio (l/100 km)3,60",CO2 (g/km)104
184,BMW,Serie 1,116d,BMW Serie 1 116d,2015,Alicante,03/2015,Blanco,116,Manual,Berlina,95.291 km,Diesel,15.500 €,/coches-segunda-mano/bmw-serie-1-ocasion/116d-3-ref6738674,Largo 4.324 mm,Ancho 1.765 mm,Alto 1.421 mm,(mm)2.690,(kg)1.835,puertas3,plazas5,(cm3)1.995,cilindros4,(km/h)200,"Urbano (l/100 km)5,30","Carretera (l/100 km)3,80","Medio (l/100 km)4,30",CO2 (g/km)109
185,SEAT,León,1.4 TGI GNC S&S Style 110,SEAT León 1.4 TGI GNC S&S Style 110,2017,Madrid,09/2017,Blanco,110,Manual,Berlina,139.000 km,Gasolina/gas,13.650 €,/coches-segunda-mano/seat-leon-ocasion/leon-1-4-tgi-gnc-s-s-style-110-ref6830658,Largo 4.282 mm,Ancho 1.816 mm,Alto 1.459 mm,(mm)2.636,(kg)1.840,puertas5,plazas5,(cm3)1.395,cilindros4,(km/h)194,"Urbano (l/100 km)6,90","Carretera (l/100 km)4,50","Medio (l/100 km)5,40",CO2 (g/km)96
186,RENAULT,Clio,ST TCe eco2 S&S Energy Expression,RENAULT Clio ST TCe eco2 S&S Energy Expression,2014,Barcelona,03/2014,Plata,90,Manual,Stationwagon,86.677 km,Gasolina,10.290 €,/coches-segunda-mano/renault-clio-ocasion/clio-st-tce-eco2-s-s-energy-expression-ref7112011,Largo 4.267 mm,Ancho 1.732 mm,Alto 1.445 mm,(mm)2.589,(kg)1.640,puertas5,plazas5,(cm3)898,cilindros3,(km/h)182,"Urbano (l/100 km)5,60","Carretera (l/100 km)3,90","Medio (l/100 km)4,50",CO2 (g/km)105
187,FIAT,Tipo,Sedán 1.3 Multijet II Lounge,FIAT Tipo Sedán 1.3 Multijet II Lounge,2017,Albacete,10/2017,Beige,95,Manual,Berlina,96.312 km,Diesel,11.450 €,/coches-segunda-mano/fiat-tipo-ocasion/tipo-sedan-1-3-multijet-ii-lounge-95-ref7189809,Largo 4.532 mm,Ancho 1.792 mm,Alto 1.497 mm,(mm)2.636,(kg)1.835,puertas4,plazas5,(cm3)1.248,cilindros4,(km/h)181,"Urbano (l/100 km)5,30","Carretera (l/100 km)3,50","Medio (l/100 km)4,20",CO2 (g/km)102
188,VOLKSWAGEN,Polo,1.4 TDI BMT Edition 55kW,VOLKSWAGEN Polo 1.4 TDI BMT Edition 55kW,2016,Madrid,08/2016,Blanco,75,Manual,Berlina,80.814 km,Diesel,11.699 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-4-tdi-bmt-edition-75-1-ref7089353,Largo 3.972 mm,Ancho 1.682 mm,Alto 1.453 mm,(mm)2.470,(kg)1.650,puertas5,plazas5,(cm3)1.422,cilindros3,(km/h)173,"Urbano (l/100 km)4,00","Carretera (l/100 km)3,10","Medio (l/100 km)3,40",CO2 (g/km)97
189,SUZUKI,Vitara,1.6 GLX,SUZUKI Vitara 1.6 GLX,2016,Navarra,08/2016,Blanco,120,Manual,Todo Terreno,62.628 km,Gasolina,15.990 €,/coches-segunda-mano/suzuki-vitara-ocasion/1-6-vvt-glx-4x2-1628e7ad53e522-ref6910912,Largo 4.175 mm,Ancho 1.775 mm,Alto 1.610 mm,(mm)2.500,(kg)1.730,puertas5,plazas5,(cm3)1.586,cilindros4,(km/h)180,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,80","Medio (l/100 km)5,30",CO2 (g/km)123
190,VOLKSWAGEN,Polo,1.2 TSI BMT Advance DSG 66kW,VOLKSWAGEN Polo 1.2 TSI BMT Advance DSG 66kW,2017,Madrid,07/2017,"Gris
                     / Metalizado",90,Automático,Berlina,192.000 km,Gasolina,11.300 €,/coches-segunda-mano/volkswagen-polo-ocasion/polo-1-2-tsi-bmt-advance-dsg-90-ref6225969,Largo 3.972 mm,Ancho 1.682 mm,Alto 1.453 mm,(mm)2.470,(kg)1.620,puertas3,plazas5,(cm3)1.197,cilindros4,(km/h)184,"Urbano (l/100 km)5,80","Carretera (l/100 km)4,10","Medio (l/100 km)4,70",CO2 (g/km)109
191,HYUNDAI,i10,1.0 MPI Klass Aut.,HYUNDAI i10 1.0 MPI Klass Aut.,2022,Madrid,07/2022,Verde,66,Automático,Berlina,300 km,Gasolina,13.800 €,/coches-km0/km-0/hyundai-i10-km0/i10-1-0-mpi-klass-aut-1-ref7177928,Largo 3.670 mm,Ancho 1.680 mm,Alto 1.480 mm,(mm)2.425,(kg)1.410,puertas5,plazas5,(cm3)998,cilindros3,(km/h)156,"Urbano (l/100 km)5,70","Carretera (l/100 km)3,10","Medio (l/100 km)4,40",CO2 (g/km)101
192,CITROEN,C-Elysée,1.6HDi Exclusive 92,CITROEN C-Elysée 1.6HDi Exclusive 92,2014,Madrid,04/2014,Azul,92,Manual,Berlina,109.000 km,Diesel,8.650 €,/coches-segunda-mano/citroen-c-elysee-ocasion/c-elysee-1-6hdi-exclusive-92-ref7188012,Largo 4.427 mm,Ancho 1.748 mm,Alto 1.466 mm,(mm)2.652,(kg)1.548,puertas4,plazas5,(cm3)1.560,cilindros4,(km/h)180,"Urbano (l/100 km)4,80","Carretera (l/100 km)3,70","Medio (l/100 km)4,10",CO2 (g/km)108
193,NISSAN,Pulsar,1.5 dCi Tekna,NISSAN Pulsar 1.5 dCi Tekna,2016,Barcelona,07/2016,Blanco,110,Manual,Berlina,97.370 km,Diesel,12.200 €,/coches-segunda-mano/nissan-pulsar-ocasion/pulsar-1-5-dci-tekna-ref7094676,Largo 4.387 mm,Ancho 1.768 mm,Alto 1.520 mm,(mm)2.700,(kg)1.785,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)190,"Urbano (l/100 km)4,10","Carretera (l/100 km)3,30","Medio (l/100 km)3,60",CO2 (g/km)94
194,SMART,Fortwo,Coupé 66 Passion Aut.,SMART Fortwo Coupé 66 Passion Aut.,2015,Pontevedra,11/2015,Blanco,90,Automático,Berlina,37.201 km,Gasolina,11.750 €,/coches-segunda-mano/smart-fortwo-ocasion/fortwo-coupe-66-passion-aut-ref7190232,Largo 2.695 mm,Ancho 1.663 mm,Alto 1.555 mm,(mm)1.873,(kg)1.170,puertas3,plazas2,(cm3)898,cilindros3,(km/h)155,"Urbano (l/100 km)6,30","Carretera (l/100 km)4,60","Medio (l/100 km)5,20",CO2 (g/km)118
195,OPEL,Mokka,1.6CDTi S&S Excellence 4x2,OPEL Mokka 1.6CDTi S&S Excellence 4x2,2015,Granada,05/2015,Blanco,136,Manual,Todo Terreno,128.610 km,Diesel,13.450 €,/coches-segunda-mano/opel-mokka-ocasion/mokka-1-6cdti-s-s-excellence-4x2-ref6992784,Largo 4.278 mm,Ancho 1.777 mm,Alto 1.658 mm,(mm)2.555,(kg)1.883,puertas5,plazas5,(cm3)1.598,cilindros4,(km/h)191,"Urbano (l/100 km)4,80","Carretera (l/100 km)4,00","Medio (l/100 km)4,30",CO2 (g/km)114
196,SEAT,Ibiza,SC 1.2 Tsi Reference 85,SEAT Ibiza SC 1.2 Tsi Reference 85,2014,Barcelona,04/2014,Rojo,85,Manual,Berlina,107.248 km,Gasolina,8.900 €,/coches-segunda-mano/seat-ibiza-ocasion/ibiza-sc-1-2-tsi-reference-85-ref7013084,Largo 4.043 mm,Ancho 1.693 mm,Alto 1.428 mm,(mm)2.469,(kg)1.570,puertas3,plazas5,(cm3)1.197,cilindros4,(km/h)180,"Urbano (l/100 km)6,50","Carretera (l/100 km)4,40","Medio (l/100 km)5,10",CO2 (g/km)119
197,KIA,Rio,1.2 CVVT Eco-Dynamics Drive,KIA Rio 1.2 CVVT Eco-Dynamics Drive,2019,Alicante,04/2019,Azul,84,Manual,Berlina,21.029 km,Gasolina,14.900 €,/coches-segunda-mano/kia-rio-ocasion/rio-1-2-cvvt-eco-dynamics-drive-1-ref7156116,Largo 4.065 mm,Ancho 1.725 mm,Alto 1.450 mm,(mm)2.580,(kg)1.560,puertas5,plazas5,(cm3)1.248,cilindros4,(km/h)173,"Urbano (l/100 km)6,50","Carretera (l/100 km)5,00","Medio (l/100 km)5,50",CO2 (g/km)126
198,NISSAN,Juke,1.5dCi Acenta 4x2,NISSAN Juke 1.5dCi Acenta 4x2,2015,Alicante,03/2015,Blanco,110,Manual,Todo Terreno,113.086 km,Diesel,12.900 €,/coches-segunda-mano/nissan-juke-ocasion/juke-1-5dci-acenta-4x2-ref7141808,Largo 4.135 mm,Ancho 1.765 mm,Alto 1.565 mm,(mm)2.530,(kg)1.770,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)175,"Urbano (l/100 km)4,60","Carretera (l/100 km)3,70","Medio (l/100 km)4,00",CO2 (g/km)104
199,NISSAN,Qashqai,1.5dCi Acenta 4x2,NISSAN Qashqai 1.5dCi Acenta 4x2,2017,Valencia,12/2017,Negro,110,Manual,Todo Terreno,124.498 km,Diesel,14.900 €,/coches-segunda-mano/nissan-qashqai-ocasion/qashqai-1-5dci-acenta-4x2-4-ref6903928,Largo 4.394 mm,Ancho 1.806 mm,Alto 1.590 mm,(mm)2.646,(kg)1.910,puertas5,plazas5,(cm3)1.461,cilindros4,(km/h)182,"Urbano (l/100 km)4,20","Carretera (l/100 km)3,60","Medio (l/100 km)3,80",CO2 (g/km)99
